Drug1	Drug2	Drug1_ATC_Code	Drug2_ATC_Code	ATC_Jacard_Sim	Similarity
norgestimate	drospirenone	G03AA11,G03FA13	G03FA17,G03AC10,G03AA12	1.0	0.77461225
norgestimate	norethisterone	G03AA11,G03FA13	G03FB05,G03FA01,G03AA05,G03AC01,G03AB04,G03DC02	1.0	0.7147705
norgestimate	norelgestromin	G03AA11,G03FA13	G03AA13	1.0	0.7239985
norgestimate	norethynodrel	G03AA11,G03FA13	G03FA09	1.0	0.70317996
norgestimate	norgestrel	G03AA11,G03FA13	G03FB01,G03AA06,G03FA10	1.0	0.78017277
norgestimate	trimegestone	G03AA11,G03FA13	G03FA16,G03FB11	1.0	0.7009952
norgestimate	ethinylestradiol	G03AA11,G03FA13	G03AA03,G03AA04,G03AB07,G03AA10,G03AA08,G03AA09,G03AB01,G03AA11,G03AB05,G03AB02,G03AB03,G03CA01,L02AA03,G03AA02,G03AA01,G03AA12,G03AA05,G03AA07,G03AA15,G03AA06,G03AB04,G03AB06,G03AA13,G03AA16	0.5	0.7651779
norgestimate	desogestrel	G03AA11,G03FA13	G03AC09,G03AA09,G03AB05,G03FB10	1.0	0.8328758
gonadorelin	ganirelix	V04CM01,H01CA01	H01CC01	0.5	0.7427301
gonadorelin	cetrorelix	V04CM01,H01CA01	H01CC02	0.5	0.7523595
gonadorelin	leuprolide	V04CM01,H01CA01	L02AE02	0.0	0.7130617
gonadorelin	buserelin	V04CM01,H01CA01	L02AE01	0.0	0.8080797
gonadorelin	triptorelin	V04CM01,H01CA01	L02AE04	0.0	0.7821406
mephentermine	pseudoephedrine	C01CA11	R01BA02,R01BA52	0.0	0.7147889
naratriptan	rizatriptan	N02CC02	N02CC04	1.0	0.8239598
naratriptan	eletriptan	N02CC02	N02CC06	1.0	0.8027834
naratriptan	almotriptan	N02CC02	N02CC05	1.0	0.7817787
naratriptan	zolmitriptan	N02CC02	N02CC03	1.0	0.80831707
naratriptan	frovatriptan	N02CC02	N02CC07	1.0	0.7619032
moexipril	trandolapril	C09AA13,C09BA13	C09AA10,C09BB10	1.0	0.7399079
moexipril	trichlormethiazide	C09AA13,C09BA13	C03AA06,C03AB06,C03EA02,G01AE10	0.5	0.747468
moexipril	eprosartan	C09AA13,C09BA13	C09CA02,C09DA02	1.0	0.7731849
moexipril	barnidipine	C09AA13,C09BA13	C08CA12	1.0	0.73290956
moexipril	cilazapril	C09AA13,C09BA13	C09BA08,C09AA08	1.0	0.8026176
moexipril	spirapril	C09AA13,C09BA13	C09AA11	1.0	0.8338925
moexipril	indapamide	C09AA13,C09BA13	C03BA11,C09BX01,G01AE10	0.5	0.7633775
moexipril	manidipine	C09AA13,C09BA13	C08CA11,C09BB12	1.0	0.7486372
moexipril	chlorthalidone	C09AA13,C09BA13	C03BA04,C03BB04,C03EA06,G01AE10	0.5	0.7512662
moexipril	lercanidipine	C09AA13,C09BA13	C09DB08,C08CA13,C09BB02	1.0	0.7354296
moexipril	benazepril	C09AA13,C09BA13	C09AA07,C09BA07	1.0	0.75916386
moexipril	temocapril	C09AA13,C09BA13	C09AA14	1.0	0.77483124
moexipril	fosinopril	C09AA13,C09BA13	C09AA09,C09BA09	1.0	0.7401475
moexipril	imidapril	C09AA13,C09BA13	C09AA16	1.0	0.7886662
moexipril	bendroflumethiazide	C09AA13,C09BA13	C03EA13,C03AA01,C03AB01,G01AE10	0.5	0.7144979
moexipril	delapril	C09AA13,C09BA13	C09BA12,C09BB12,C09AA12	1.0	0.8382341
moexipril	ramipril	C09AA13,C09BA13	C09AA05,C10BX04,C10BX06,C09BA05,C09BB07,C09BB05	1.0	0.7055189
moexipril	zofenopril	C09AA13,C09BA13	C09BA15,C09AA15	1.0	0.7026717
moexipril	lisinopril	C09AA13,C09BA13	C09AA03,C09BB03,C09BA03,C10BX07	1.0	0.7102431
moexipril	quinapril	C09AA13,C09BA13	C09AA06,C09BA06	1.0	0.7886537
vardenafil	sildenafil	G04BE09	G04BE03,G01AE10	1.0	0.714294
vardenafil	tadalafil	G04BE09	G04BE08	1.0	0.8009245
vardenafil	udenafil	G04BE09	G04BE11	1.0	0.7151892
proguanil	sulfadoxine	P01BB51,P01BB01	G01AE10	0.0	0.7325793
proguanil	pyronaridine	P01BB51,P01BB01	P01BF06	1.0	0.7295218
thiamylal	thiopental	N05CB01	N05CA19,N01AF03,N05CB01	1.0	0.77177113
thiamylal	propanidid	N05CB01	N01AX04	1.0	0.7035144
thiamylal	methohexital	N05CB01	N01AF01,N05CB01,N05CA15	1.0	0.7653922
dipivefrin	brinzolamide	S01EA02	S01EC04,S01EC54	1.0	0.70367056
dipivefrin	metipranolol	S01EA02	C07BA68,S01ED04,S01ED54	0.5	0.7422417
dipivefrin	levobunolol	S01EA02	S01ED03	1.0	0.8213467
dipivefrin	dorzolamide	S01EA02	S01EC03	1.0	0.70093024
dipivefrin	carteolol	S01EA02	S01ED55,S01ED05,C07AA15	0.5	0.7201204
dipivefrin	apraclonidine	S01EA02	S01EA03	1.0	0.73669434
irbesartan	nebivolol	C09DB05,C09DA04,C09CA04	C07FB12,C07AB12,C07BB12	1.0	0.7486773
irbesartan	amlodipine	C09DB05,C09DA04,C09CA04	C09DB05,C09DX03,C09DB01,C09DB04,C09DX01,C09DB07,C09DB06,C10BX11,C08GA02,C10BX03,C09DB02,C09BB03,C08CA01,C09BB07,C09XA54,C09XA53,C09BX01,C09BB04,C10BX07,C10BX09	1.0	0.74768656
irbesartan	olmesartan	C09DB05,C09DA04,C09CA04	C09DA08,C09DX03,C09CA08,C09DB02	1.0	0.7962061
irbesartan	eprosartan	C09DB05,C09DA04,C09CA04	C09CA02,C09DA02	1.0	0.772373
irbesartan	cilnidipine	C09DB05,C09DA04,C09CA04	C08CA14	1.0	0.71576536
irbesartan	barnidipine	C09DB05,C09DA04,C09CA04	C08CA12	1.0	0.7364429
irbesartan	cilazapril	C09DB05,C09DA04,C09CA04	C09BA08,C09AA08	1.0	0.75617266
irbesartan	indapamide	C09DB05,C09DA04,C09CA04	C03BA11,C09BX01,G01AE10	0.5	0.7272617
irbesartan	candesartan	C09DB05,C09DA04,C09CA04	C09CA06,C09DB07,C09DA06	1.0	0.8063915
irbesartan	manidipine	C09DB05,C09DA04,C09CA04	C08CA11,C09BB12	1.0	0.70551276
irbesartan	chlorthalidone	C09DB05,C09DA04,C09CA04	C03BA04,C03BB04,C03EA06,G01AE10	0.5	0.703339
irbesartan	lercanidipine	C09DB05,C09DA04,C09CA04	C09DB08,C08CA13,C09BB02	1.0	0.78099257
irbesartan	losartan	C09DB05,C09DA04,C09CA04	C09DA01,C09DB06,C09CA01	1.0	0.7470422
irbesartan	benazepril	C09DB05,C09DA04,C09CA04	C09AA07,C09BA07	1.0	0.76943964
irbesartan	fimasartan	C09DB05,C09DA04,C09CA04	C09CA10	1.0	0.74298596
irbesartan	temocapril	C09DB05,C09DA04,C09CA04	C09AA14	1.0	0.73988426
irbesartan	valsartan	C09DB05,C09DA04,C09CA04	C09DB08,C09DX02,C10BX10,C09DB01,C09DX01,C09DA03,C09CA03,C09DX04	1.0	0.81652224
irbesartan	fosinopril	C09DB05,C09DA04,C09CA04	C09AA09,C09BA09	1.0	0.7671542
irbesartan	imidapril	C09DB05,C09DA04,C09CA04	C09AA16	1.0	0.7531947
irbesartan	benidipine	C09DB05,C09DA04,C09CA04	C08CA15	1.0	0.77078116
irbesartan	delapril	C09DB05,C09DA04,C09CA04	C09BA12,C09BB12,C09AA12	1.0	0.7295134
irbesartan	captopril	C09DB05,C09DA04,C09CA04	C09AA01,C09BA01	1.0	0.7044852
irbesartan	perindopril	C09DB05,C09DA04,C09CA04	C10BX11,C09AA04,C09BX02,C09BA04,C09BX01,C09BB04	1.0	0.73691034
irbesartan	aliskiren	C09DB05,C09DA04,C09CA04	C09DX02,C09XA52,C09XA02,C09XA54,C09XA53	1.0	0.77747846
irbesartan	ramipril	C09DB05,C09DA04,C09CA04	C09AA05,C10BX04,C10BX06,C09BA05,C09BB07,C09BB05	1.0	0.8168294
irbesartan	enalapril	C09DB05,C09DA04,C09CA04	C09BB06,C09BB02,C09AA02,C09BA02	1.0	0.7469093
irbesartan	zofenopril	C09DB05,C09DA04,C09CA04	C09BA15,C09AA15	1.0	0.72801626
irbesartan	telmisartan	C09DB05,C09DA04,C09CA04	C09DB04,C09DA07,C09CA07	1.0	0.79157823
irbesartan	lisinopril	C09DB05,C09DA04,C09CA04	C09AA03,C09BB03,C09BA03,C10BX07	1.0	0.7752247
irbesartan	quinapril	C09DB05,C09DA04,C09CA04	C09AA06,C09BA06	1.0	0.79751456
zalcitabine	didanosine	J05AF03	J05AF02	1.0	0.75661486
dihydrocodeine	pholcodine	N02AA58,N02AA08	R05DA08	0.0	0.72950286
dihydrocodeine	dextropropoxyphene	N02AA58,N02AA08	N02AC54,N02AC74,N02AC04	1.0	0.7739865
dihydrocodeine	cyclizine	N02AA58,N02AA08	R06AE03,R06AE53	0.0	0.732659
eszopiclone	armodafinil	N05CF04	N06BA13	1.0	0.7525619
eszopiclone	ramelteon	N05CF04	N05CH02	1.0	0.7167405
eszopiclone	zaleplon	N05CF04	N05CF03	1.0	0.727264
roxithromycin	dirithromycin	J01FA06	J01FA13	1.0	0.70186013
sulfamerazine	sulfadimethoxine	J01EE07,D06BA06,J01ED07,G01AE10	J01ED01,G01AE10	0.6666666666666666	0.7105167
sulfamerazine	sulfathiazole	J01EE07,D06BA06,J01ED07,G01AE10	J01EB07,D06BA02,G01AE10	1.0	0.7876936
sulfamerazine	sulfamethazine	J01EE07,D06BA06,J01ED07,G01AE10	J01EE05,J01EB03,G01AE10	0.6666666666666666	0.7587511
sulfamerazine	sulfamethizole	J01EE07,D06BA06,J01ED07,G01AE10	B05CA04,J01EB02,D06BA04,S01AB01,G01AE10	0.6	0.70455116
ledipasvir	sofosbuvir	J05AX65	J05AX15,J05AX65	1.0	0.8276567
ledipasvir	faldaprevir	J05AX65	J05AE13	1.0	0.71029353
ledipasvir	simeprevir	J05AX65	J05AE14,G01AE10	0.5	0.7480505
ledipasvir	asunaprevir	J05AX65	J05AE15	1.0	0.7393396
ledipasvir	daclatasvir	J05AX65	J05AX14	1.0	0.8148985
ledipasvir	telaprevir	J05AX65	J05AE11	1.0	0.70484483
ledipasvir	ombitasvir	J05AX65	J05AX67,J05AX66	1.0	0.7223285
ledipasvir	dasabuvir	J05AX65	J05AX16,J05AX66	1.0	0.72263134
ganciclovir	valganciclovir	J05AB06,S01AD09	J05AB14	0.5	0.7481645
ganciclovir	foscarnet	J05AB06,S01AD09	J05AD01	0.5	0.7566441
piretanide	trichlormethiazide	C03CA03,G01AE10	C03AA06,C03AB06,C03EA02,G01AE10	1.0	0.7106568
piretanide	triamterene	C03CA03,G01AE10	C03DB02	0.5	0.7616635
piretanide	metolazone	C03CA03,G01AE10	C03BA08,C03EA12,G01AE10	1.0	0.7546933
piretanide	torasemide	C03CA03,G01AE10	C03CA04,G01AE10	1.0	0.7544681
piretanide	chlorothiazide	C03CA03,G01AE10	C03AA04,C03AB04,C03AH01,G01AE10	1.0	0.76468855
piretanide	bendroflumethiazide	C03CA03,G01AE10	C03EA13,C03AA01,C03AB01,G01AE10	1.0	0.769879
piretanide	hydroflumethiazide	C03CA03,G01AE10	C03AB02,C03AA02,C03AH02,G01AE10	1.0	0.7200799
rosiglitazone	pioglitazone	A10BD03,A10BG02,A10BD04	A10BD09,A10BD12,A10BD05,A10BG03,A10BD06	1.0	0.753251
imipenem	ceftazidime	J01DH51	J01DD52,J01DD02	1.0	0.7454478
imipenem	ampicillin	J01DH51	J01CR50,S01AA19,J01CA01,J01CR01,J01CA51	0.5	0.700997
imipenem	cefotaxime	J01DH51	J01DD51,J01DD01	1.0	0.72744954
imipenem	meropenem	J01DH51	J01DH02	1.0	0.7258322
imipenem	ertapenem	J01DH51	J01DH03	1.0	0.7081748
imipenem	amikacin	J01DH51	J01RA06,S01AA21,D06AX12,J01GB06	0.3333333333333333	0.71606266
polythiazide	trichlormethiazide	C03AA05,C03AB05,G01AE10	C03AA06,C03AB06,C03EA02,G01AE10	1.0	0.7464835
polythiazide	cyclopenthiazide	C03AA05,C03AB05,G01AE10	C03AB07,C03AA07,C03EA07,G01AE10	1.0	0.74272114
polythiazide	clopamide	C03AA05,C03AB05,G01AE10	C03BA03,C03BB03	0.5	0.7369466
polythiazide	chlorthalidone	C03AA05,C03AB05,G01AE10	C03BA04,C03BB04,C03EA06,G01AE10	1.0	0.70992506
polythiazide	bendroflumethiazide	C03AA05,C03AB05,G01AE10	C03EA13,C03AA01,C03AB01,G01AE10	1.0	0.7987957
polythiazide	hydroflumethiazide	C03AA05,C03AB05,G01AE10	C03AB02,C03AA02,C03AH02,G01AE10	1.0	0.76169324
tramadol	meperidine	N02AX52,N02AX02	N02AB72,N02AB52,N02AG03,N02AB02	1.0	0.7235229
tramadol	nefopam	N02AX52,N02AX02	N02BG06	1.0	0.7824078
tramadol	gabapentin	N02AX52,N02AX02	N03AX12	1.0	0.711644
tramadol	morphine	N02AX52,N02AX02	N02AA01,N02AA51,A07DA52,N02AG01	0.5	0.7106529
epinastine	levocetirizine	R06AX24,S01GX10	R06AE09	0.5	0.7374898
epinastine	lodoxamide	R06AX24,S01GX10	S01GX05	0.5	0.72659737
epinastine	rupatadine	R06AX24,S01GX10	R06AX28	0.5	0.7283953
epinastine	azelastine	R06AX24,S01GX10	R01AC03,S01GX07,R06AX19	1.0	0.8280461
epinastine	olopatadine	R06AX24,S01GX10	S01GX09,R01AC08	1.0	0.8605968
epinastine	mizolastine	R06AX24,S01GX10	R06AX25	0.5	0.7527307
epinastine	mequitazine	R06AX24,S01GX10	R06AD07	0.5	0.7415286
epinastine	oxatomide	R06AX24,S01GX10	R06AE06	0.5	0.73321635
epinastine	clemastine	R06AX24,S01GX10	D04AA14,R06AA04,R06AA54	0.3333333333333333	0.71442205
epinastine	levocabastine	R06AX24,S01GX10	R01AC02,S01GX02	1.0	0.83393383
epinastine	emedastine	R06AX24,S01GX10	S01GX06	0.5	0.75162166
epinastine	triprolidine	R06AX24,S01GX10	R06AX07	0.5	0.73328185
epinastine	pheniramine	R06AX24,S01GX10	R06AB05,D04AA16	0.3333333333333333	0.7076539
epinastine	cetirizine	R06AX24,S01GX10	R06AE07	0.5	0.76673263
nalbuphine	dezocine	N02AF02	N02AX03	1.0	0.7868689
nalbuphine	meperidine	N02AF02	N02AB72,N02AB52,N02AG03,N02AB02	1.0	0.7815594
nalbuphine	sufentanil	N02AF02	N01AH03	1.0	0.70869803
nalbuphine	butorphanol	N02AF02	N02AF01	1.0	0.7823399
nalbuphine	nefopam	N02AF02	N02BG06	1.0	0.7547725
nalbuphine	hydromorphone	N02AF02	N02AG04,N02AA03	1.0	0.71350604
nalbuphine	alfentanil	N02AF02	N01AH02	1.0	0.7172326
brinzolamide	levobunolol	S01EC04,S01EC54	S01ED03	1.0	0.7440041
brinzolamide	nepafenac	S01EC04,S01EC54	S01BC10	1.0	0.7438759
brinzolamide	brimonidine	S01EC04,S01EC54	S01EA05,D11AX21	0.5	0.77420324
brinzolamide	dorzolamide	S01EC04,S01EC54	S01EC03	1.0	0.91951805
brinzolamide	timolol	S01EC04,S01EC54	C07DA06,S01ED01,S01ED51,C07AA06,C07BA06	0.5	0.77489346
brinzolamide	carteolol	S01EC04,S01EC54	S01ED55,S01ED05,C07AA15	0.5	0.73960876
brinzolamide	tafluprost	S01EC04,S01EC54	S01EE05	1.0	0.7434861
brinzolamide	travoprost	S01EC04,S01EC54	S01EE04	1.0	0.7798738
brinzolamide	bimatoprost	S01EC04,S01EC54	S01EE03	1.0	0.71111494
brinzolamide	latanoprost	S01EC04,S01EC54	S01EE01	1.0	0.72912556
brinzolamide	betaxolol	S01EC04,S01EC54	C07AB05,S01ED52,S01ED02	0.5	0.7276891
brinzolamide	apraclonidine	S01EC04,S01EC54	S01EA03	1.0	0.7349722
bifonazole	terconazole	D01AC60,D01AC10	G01AG02	0.0	0.7430065
bifonazole	tioconazole	D01AC60,D01AC10	G01AF08,G01AF20,D01AC07	0.5	0.79012626
bifonazole	tolnaftate	D01AC60,D01AC10	D01AE18	1.0	0.8250741
bifonazole	oxiconazole	D01AC60,D01AC10	D01AC11,G01AF17,G01AF20	0.5	0.81194144
bifonazole	naftifine	D01AC60,D01AC10	D01AE22	1.0	0.8204648
bifonazole	amorolfine	D01AC60,D01AC10	D01AE16	1.0	0.785069
bifonazole	clotrimazole	D01AC60,D01AC10	G01AF02,D01AC01,G01AF20,A01AB18	0.3333333333333333	0.7319985
bifonazole	butenafine	D01AC60,D01AC10	D01AE23	1.0	0.76445395
bifonazole	sulconazole	D01AC60,D01AC10	D01AC09	1.0	0.72117025
bifonazole	luliconazole	D01AC60,D01AC10	D01AC18	1.0	0.7085162
bifonazole	sertaconazole	D01AC60,D01AC10	D01AC14,G01AF20,G01AF19	0.5	0.753198
iodamide	iopentol	V08AA03	V08AB08	1.0	0.7972375
iodamide	iotrolan	V08AA03	V08AB06	1.0	0.7729259
iodamide	ioversol	V08AA03	V08AB07	1.0	0.745307
iodamide	iobitridol	V08AA03	V08AB11	1.0	0.7298488
iodamide	iodipamide	V08AA03	V08AC04	1.0	0.7016279
fesoterodine	solifenacin	G04BD11	G04BD08,G04CA53	1.0	0.74309194
fesoterodine	tolterodine	G04BD11	G04BD07	1.0	0.727302
fesoterodine	mirabegron	G04BD11	G04BD12	1.0	0.71104777
gadodiamide	gadobutrol	V08CA03	V08CA09	1.0	0.81931114
gadodiamide	gadoversetamide	V08CA03	V08CA06	1.0	0.74713594
gadodiamide	gadoteridol	V08CA03	V08CA04	1.0	0.8172322
zomepirac	tolmetin	M01AB04	M01AB03,M02AA21	1.0	0.816072
valaciclovir	famciclovir	J05AB11	S01AD07,J05AB09	0.5	0.8484434
valaciclovir	valganciclovir	J05AB11	J05AB14	1.0	0.7372191
dimetindene	brompheniramine	D04AA13,R06AB03	R06AB51,R06AB01	0.5	0.7000251
dimetindene	dexchlorpheniramine	D04AA13,R06AB03	R06AB02,R06AB52	0.5	0.725642
cefditoren	ceftibuten	J01DD16	J01DD14	1.0	0.72981757
cefditoren	cefaclor	J01DD16	J01DC04	1.0	0.7717706
cefditoren	temocillin	J01DD16	J01CR50,J01CA17	1.0	0.71283853
cefditoren	trovafloxacin	J01DD16	J01MA13	1.0	0.71316135
cefditoren	cefixime	J01DD16	J01DD08	1.0	0.7267443
cefditoren	biapenem	J01DD16	J01DH05	1.0	0.7218223
cefditoren	garenoxacin	J01DD16	J01MA19	1.0	0.7382359
cefditoren	faropenem	J01DD16	J01DI03	1.0	0.8054861
cefditoren	sitafloxacin	J01DD16	J01MA21	1.0	0.74847597
cefditoren	loracarbef	J01DD16	J01DC08	1.0	0.71874756
cefditoren	cefprozil	J01DD16	J01DC10	1.0	0.78404826
cefditoren	ceftizoxime	J01DD16	J01DD07	1.0	0.70042753
cefditoren	cefpodoxime	J01DD16	J01DD13	1.0	0.755363
cefditoren	ceftobiprole	J01DD16	J01DI01	1.0	0.7299936
cefditoren	cefdinir	J01DD16	J01DD15	1.0	0.8559181
cefditoren	gemifloxacin	J01DD16	J01MA15	1.0	0.7108581
dezocine	meperidine	N02AX03	N02AB72,N02AB52,N02AG03,N02AB02	1.0	0.70771
dezocine	sufentanil	N02AX03	N01AH03	1.0	0.7209137
dezocine	nefopam	N02AX03	N02BG06	1.0	0.76005137
temazepam	flunitrazepam	N05CD07	N05CD03	1.0	0.7363876
temazepam	lormetazepam	N05CD07	N05CD06	1.0	0.8206776
temazepam	brotizolam	N05CD07	N05CD09	1.0	0.78740406
temazepam	oxazepam	N05CD07	N05BA04	1.0	0.781927
temazepam	prazepam	N05CD07	N05BA11	1.0	0.7436267
temazepam	triazolam	N05CD07	N05CD05	1.0	0.786668
temazepam	nitrazepam	N05CD07	N05CD02	1.0	0.8059892
temazepam	zopiclone	N05CD07	N05CF01	1.0	0.77636003
temazepam	halazepam	N05CD07	N05BA13	1.0	0.7000614
temazepam	bromazepam	N05CD07	N05BA08	1.0	0.7724897
temazepam	quazepam	N05CD07	N05CD10	1.0	0.7746211
temazepam	zaleplon	N05CD07	N05CF03	1.0	0.7839018
vorinostat	romidepsin	L01XX38	L01XX39	1.0	0.76858675
vorinostat	belinostat	L01XX38	L01XX49	1.0	0.76567125
vorinostat	panobinostat	L01XX38	L01XX42	1.0	0.8179538
aminophylline	milrinone	R03DA20,R03DA55,R03DB05,R03DA05	C01CE02	0.0	0.7332553
aminophylline	doxapram	R03DA20,R03DA55,R03DB05,R03DA05	R07AB01	1.0	0.73716325
trabectedin	vinflunine	L01CX01	L01CA05	1.0	0.7080167
trabectedin	pazopanib	L01CX01	L01XE11	1.0	0.7352567
trabectedin	eribulin	L01CX01	L01XX41	1.0	0.7550215
quetiapine	risperidone	N05AH04	N05AX08	1.0	0.7088049
quetiapine	lurasidone	N05AH04	N05AE05	1.0	0.7213997
quetiapine	olanzapine	N05AH04	N05AH03	1.0	0.7248096
quetiapine	asenapine	N05AH04	N05AH05	1.0	0.74521035
quetiapine	aripiprazole	N05AH04	N05AX12	1.0	0.7316177
ganirelix	nafarelin	H01CC01	H01CA02	1.0	0.70176214
ganirelix	cetrorelix	H01CC01	H01CC02	1.0	0.8648756
ganirelix	leuprolide	H01CC01	L02AE02	0.0	0.70325595
ganirelix	buserelin	H01CC01	L02AE01	0.0	0.76243556
ganirelix	triptorelin	H01CC01	L02AE04	0.0	0.74261826
gestodene	drospirenone	G03AA10,G03AB06	G03FA17,G03AC10,G03AA12	1.0	0.7920941
gestodene	norethynodrel	G03AA10,G03AB06	G03FA09	1.0	0.7219729
gestodene	norgestrel	G03AA10,G03AB06	G03FB01,G03AA06,G03FA10	1.0	0.7522913
gestodene	ethinylestradiol	G03AA10,G03AB06	G03AA03,G03AA04,G03AB07,G03AA10,G03AA08,G03AA09,G03AB01,G03AA11,G03AB05,G03AB02,G03AB03,G03CA01,L02AA03,G03AA02,G03AA01,G03AA12,G03AA05,G03AA07,G03AA15,G03AA06,G03AB04,G03AB06,G03AA13,G03AA16	0.5	0.8113797
gestodene	desogestrel	G03AA10,G03AB06	G03AC09,G03AA09,G03AB05,G03FB10	1.0	0.905633
gestodene	lynestrenol	G03AA10,G03AB06	G03AA03,G03DC03,G03AC02,G03FA07,G03AB02,G03FB02	1.0	0.7144421
darifenacin	propiverine	G04BD10	G04BD06	1.0	0.7316672
metipranolol	levobunolol	C07BA68,S01ED04,S01ED54	S01ED03	0.5	0.83453786
metipranolol	befunolol	C07BA68,S01ED04,S01ED54	S01ED06	0.5	0.7854859
metipranolol	carteolol	C07BA68,S01ED04,S01ED54	S01ED55,S01ED05,C07AA15	1.0	0.7927349
metipranolol	betaxolol	C07BA68,S01ED04,S01ED54	C07AB05,S01ED52,S01ED02	1.0	0.80270505
levocetirizine	rupatadine	R06AE09	R06AX28	1.0	0.87362725
levocetirizine	azelastine	R06AE09	R01AC03,S01GX07,R06AX19	0.5	0.76652956
levocetirizine	hydroxyzine	R06AE09	N05BB51,N05BB01	0.0	0.71365684
levocetirizine	olopatadine	R06AE09	S01GX09,R01AC08	0.5	0.76409876
levocetirizine	mizolastine	R06AE09	R06AX25	1.0	0.79010254
levocetirizine	bilastine	R06AE09	R06AX29	1.0	0.7826977
levocetirizine	desloratadine	R06AE09	R06AX27	1.0	0.88955086
levocetirizine	ebastine	R06AE09	R06AX22	1.0	0.80615777
levocetirizine	fexofenadine	R06AE09	R06AX26	1.0	0.7482135
levocetirizine	cetirizine	R06AE09	R06AE07	1.0	0.8668867
levocetirizine	loratadine	R06AE09	R06AX13	1.0	0.79593575
ceftibuten	cefaclor	J01DD14	J01DC04	1.0	0.770919
ceftibuten	grepafloxacin	J01DD14	J01MA11	1.0	0.75722027
ceftibuten	cefmenoxime	J01DD14	J01DD05	1.0	0.7124822
ceftibuten	cephalexin	J01DD14	J01DB01	1.0	0.7042237
ceftibuten	fleroxacin	J01DD14	J01MA08	1.0	0.7230935
ceftibuten	cyclacillin	J01DD14	J01CR50	1.0	0.7642365
ceftibuten	faropenem	J01DD14	J01DI03	1.0	0.7282059
ceftibuten	cefroxadine	J01DD14	J01DB11	1.0	0.7430613
ceftibuten	loracarbef	J01DD14	J01DC08	1.0	0.78320676
ceftibuten	cefprozil	J01DD14	J01DC10	1.0	0.80510145
ceftibuten	ceftizoxime	J01DD14	J01DD07	1.0	0.71856123
ceftibuten	cefpodoxime	J01DD14	J01DD13	1.0	0.7509031
ceftibuten	cefdinir	J01DD14	J01DD15	1.0	0.8165513
ceftibuten	cefadroxil	J01DD14	J01DB05	1.0	0.80261874
terconazole	tioconazole	G01AG02	G01AF08,G01AF20,D01AC07	0.5	0.734801
terconazole	tolnaftate	G01AG02	D01AE18	0.0	0.7176693
terconazole	oxiconazole	G01AG02	D01AC11,G01AF17,G01AF20	0.5	0.8039939
terconazole	naftifine	G01AG02	D01AE22	0.0	0.7249607
pargyline	tranylcypromine	C02LL01,C02KC01	N06AF04	0.0	0.7309578
pargyline	nialamide	C02LL01,C02KC01	N06AF02	0.0	0.7978472
pargyline	nomifensine	C02LL01,C02KC01	N06AX04	0.0	0.74791604
ioxilan	iopentol	V08AB12	V08AB08	1.0	0.7339251
ioxilan	iotrolan	V08AB12	V08AB06	1.0	0.7147174
ioxilan	ioversol	V08AB12	V08AB07	1.0	0.7281791
flunarizine	betahistine	N07CA03	N07CA01	1.0	0.704487
loteprednol	fluorometholone	S01BA14	D07XB04,C05AA06,S01BA07,D10AA01,D07AB06,S01CB05,S01BB03,D07CB03,S01CA07	0.3333333333333333	0.752612
loteprednol	rimexolone	S01BA14	H02AB12,S01BA13	0.5	0.7250176
loteprednol	difluprednate	S01BA14	D07AC19	0.0	0.70914674
ceforanide	amdinocillin	J01DC11	J01CA11	1.0	0.70381975
ceforanide	cefotetan	J01DC11	J01DC05	1.0	0.72050965
ceforanide	cefmenoxime	J01DC11	J01DD05	1.0	0.74866104
ceforanide	cefmetazole	J01DC11	J01DC09	1.0	0.7234972
ceforanide	azlocillin	J01DC11	J01CR50,J01CA09	1.0	0.73733383
ceforanide	cefonicid	J01DC11	J01DC06	1.0	0.8087059
ceforanide	ceftizoxime	J01DC11	J01DD07	1.0	0.7538225
ceforanide	cefamandole	J01DC11	J01DC03	1.0	0.7917637
ceforanide	cefotiam	J01DC11	J01DC07	1.0	0.7244136
ceforanide	latamoxef	J01DC11	J01DD06	1.0	0.72255224
ceforanide	mezlocillin	J01DC11	J01CR50,J01CA10	1.0	0.7701616
astemizole	mizolastine	R06AX11	R06AX25	1.0	0.7403822
astemizole	acrivastine	R06AX11	R06AX18	1.0	0.7094949
astemizole	terfenadine	R06AX11	R06AX12	1.0	0.8805744
astemizole	triprolidine	R06AX11	R06AX07	1.0	0.70882773
astemizole	ebastine	R06AX11	R06AX22	1.0	0.7844549
astemizole	cetirizine	R06AX11	R06AE07	1.0	0.7132515
lenalidomide	bortezomib	L04AX04	L01XX32	1.0	0.7775859
lenalidomide	rituximab	L04AX04	L01XC02	1.0	0.7323649
lenalidomide	pomalidomide	L04AX04	L04AX06	1.0	0.81922555
lenalidomide	carfilzomib	L04AX04	L01XX45	1.0	0.70431215
lenalidomide	bendamustine	L04AX04	L01AA09	1.0	0.7434993
sulfamoxole	brodimoprim	J01EE04,J01EC03	J01EA02	1.0	0.70793283
lorazepam	alprazolam	N05BA06,N05BA56	N05BA12	1.0	0.7294952
lorazepam	midazolam	N05BA06,N05BA56	N05CD08	1.0	0.7041908
levobunolol	brimonidine	S01ED03	S01EA05,D11AX21	0.5	0.713279
levobunolol	befunolol	S01ED03	S01ED06	1.0	0.7474735
levobunolol	dorzolamide	S01ED03	S01EC03	1.0	0.73559105
